idn,title,auftraggeber-per-idn,auftraggeber-per-name,auftraggeber-inst-idn,auftraggeber-inst-name
1236299469,Entwürfe für den Bucheinband von Insel-Almanach 1929,1213258383,Horn,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236299566,Entwürfe und Belegexemplar von Werbeschild Tauchnitz Edition,,,000310212,Bernhard Tauchnitz
1236299590,Verkleinerte Fotorepros von Plakat Einschreibung für die städtischen Fachschulen und Fachklassen für Gehilfen und Meister (Gewerbeschulen),,,041016548,München
1236299590,Verkleinerte Fotorepros von Plakat Einschreibung für die städtischen Fachschulen und Fachklassen für Gehilfen und Meister (Gewerbeschulen),,,1073009793,Volk & Schreiber
1236299655,Einbanddecke für Frömmigkeit als Leidenschaft,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
123629968X,Montierter Entwurf des Handzettels für Emil Gerasch GmbH,,,1056824379,Emil Gerasch GmbH
1236299728,Merken Sie sich bitte: Die Reklamemesse ist umgezogen,,,1056824379,Emil Gerasch GmbH
1236299736,Entwurfsskizzen für den Bucheinband von Frauen jenseits der Ozeane,,,1086213912,Niels Kampmann Verlag
1236299760,Entwurf von Briefbogen für Niels Kampmann,116038578,Kampmann,,
1236299779,Einbanddecke für Verwirrung der Gefühle,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236299787,Probedruck für Urkunde zur Ernennung Gemeindebeamter,,,041016548,München
123629985X,"Verkleinerter Probedruck von Plakat Die Frau ohne Namen, Zweiter Teil für Phoebus-Palast",,,1217666052,Phoebus-Palast
123629985X,"Verkleinerter Probedruck von Plakat Die Frau ohne Namen, Zweiter Teil für Phoebus-Palast",,,,"Gebr. Opacher Ab., München"
1236299930,Unserem Thomas Theodor Heine zu seinem sechzigsten Geburtstage die herzlichen Glück- und Segenswünsche,,,00116953X,Graphische Berufsschule
1236299957,Probedruck für Urkunde zur Ernennung Gemeindebeamter,,,041016548,München
1236299965,Probedrucke für Illustrationen von Handzettel Verpackungsmittel-Messe und Briefumschlag für Emil Gerasch GmbH,,,1056824379,Emil Gerasch GmbH
1236299981,Probedruck für eine Illustration mit Postkarte für Architekturbüro Lechner & Norkauer,1216724717,Norkauer,,
1236299981,Probedruck für eine Illustration mit Postkarte für Architekturbüro Lechner & Norkauer,1031161236,Lechner,,
1236300025,Reprint eines Briefbogen für Arbeitsgemeinschaft des Bayrischen Kunstgewerbevereins und des Münchner Bundes,,,000251011,Bayerischer Kunstgewerbe-Verein
1236300025,Reprint eines Briefbogen für Arbeitsgemeinschaft des Bayrischen Kunstgewerbevereins und des Münchner Bundes,,,004237048,Münchner Bund
1236300068,Klebeentwurf für Urkunde zur Ernennung Gemeindebeamter,,,041016548,München
1236300114,Entwurf von Umschlag für Soziale Bauwirtschaft,,,1155879120,Verlagsgesellschaft des Allgemeinen Deutschen Gewerkschaftsbundes mbH
123630019X,Klebeentwurf und Belegexemplar von Briefbogen für Arbeitsgemeinschaft des Bayrischen Kunstgewerbevereins und des Münchner Bundes,,,000251011,Bayerischer Kunstgewerbe-Verein
123630019X,Klebeentwurf und Belegexemplar von Briefbogen für Arbeitsgemeinschaft des Bayrischen Kunstgewerbevereins und des Münchner Bundes,,,004237048,Münchner Bund
123630022X,"Verkleinerte Probedrucke von Plakat Die Frau ohne Namen, Zweiter Teil für Phoebus-Palast",,,1217666052,Phoebus-Palast
123630022X,"Verkleinerte Probedrucke von Plakat Die Frau ohne Namen, Zweiter Teil für Phoebus-Palast",,,,"Gebr. Opacher Ab., München"
1236300262,Geschäftsbriefvordruck nach Din 676,,,998921084,Städtische Gewerbeschule an der Pranckhstraße
1236300297,Geschäftsbriefvordrucke nach Din 676 und Din 677,,,004195280,Süddeutsche Holzwirtschaftsbank
1236300351,Entwürfe und finale Version von Verlegermarke für Poeschel & Trepte,,,952528878,Poeschel & Trepte
1236300386,"Verkleinerter Probedruck und Fotografie von Plakat Musik der Zeit, Wort der Zeit, Tanz der Zeit für Städtisches Kaufhaus Leipzig",143804499,Galpern,05603881X,Städtisches Kaufhaus
1236300467,Reproduktionsfotografie von Plakat Piquedame für Phoebus-Palast,,,1217666052,Phoebus-Palast
1236300491,Reproduktionsfotografie von Plakat Die Lady ohne Schleier für Phoebus-Palast,,,1217666052,Phoebus-Palast
1236300521,Reproduktionsfotografie von Plakat Der Bettelpoet für Phoebus-Palast,,,1217666052,Phoebus-Palast
1236300572,"Verkleinerter Probedruck und Reproduktionsfotografie von Plakat Die Frau ohne Namen, Zweiter Teil für Phoebus-Palast",,,1217666052,Phoebus-Palast
1236300572,"Verkleinerter Probedruck und Reproduktionsfotografie von Plakat Die Frau ohne Namen, Zweiter Teil für Phoebus-Palast",,,,"Gebr. Opacher Ab., München"
1236300602,Verkleinerter Nachdruck und Probedruck von Die Hose für Phoebus-Palast,,,1217666052,Phoebus-Palast
1236300661,Verkleinerte Probedrucke von Plakat Die Sünde am Kinde für Phoebus-Palast,,,1217666052,Phoebus-Palast
123630067X,Verkleinerter Nachdruck von Plakat Casanova für Phoebus-Palast,,,1217666052,Phoebus-Palast
123630067X,Verkleinerter Nachdruck von Plakat Casanova für Phoebus-Palast,,,004698304,F. Bruckmann
1236300726,Klischeeabzug des Plakates für den Film Kiki mit Norma Talmadge im Phoebus-Palast,,,1217666052,Phoebus-Palast
1236300742,Reproduktionsfotografien und verkleinerte Nachdrucke von Plakat Laster der Menschheit,,,1217666052,Phoebus-Palast
1236300815,Rechnungsvordruck Süddeutsche Holzwirtschaftsbank AG nach DIN 676,,,040584135,Süddeutsche Holzwirtschaftsbank
1236300858,Verlegermarke für Poeschel & Trepte,,,952528878,Poeschel & Trepte
1236300939,"Briefumschlag Wichtige Mitteilung, Messe betreffend",,,1056824379,Emil Gerasch GmbH
1236301048,Briefumschlag für Lasar Galpern auf Karton montiert,143804499,Galpern,,
1236301102,Neujahrswunsch 1927,,,1056824379,Emil Gerasch GmbH
1236301137,Entwurfsskizze für den Buchrücken von Helden und Heldenverehrung,,,004676734,Deutsche Buch-Gemeinschaft
1236301153,Probedruck für Werbebroschüre München und Südbayern,,,972971149,Verkehrsverband München und Südbayern (Bayer. und Allgäuer Alpen)
1236301188,Einladungskarte zur Entlassungsfeier der Meisterschüler,,,001109030,Meisterschule für Deutschlands Buchdrucker
1236301196,Visitenkarte für Paul Renner,,,001109030,Meisterschule für Deutschlands Buchdrucker
1236301617,Entwurf für Werbebroschüre München und Südbayern,,,972971149,Verkehrsverband München und Südbayern (Bayer. und Allgäuer Alpen)
1236301668,Probedrucke von Briefkopf für Lasar Galpern russisch,143804499,Galpern,,
1236301692,Briefbogen für Architekturbüro Lechner & Norkauer,1216724717,Norkauer,,
1236301692,Briefbogen für Architekturbüro Lechner & Norkauer,1031161236,Lechner,,
1236301749,Probedrucke und Anschauungsexemplar von Briefbogen Gewerbeschule Pranckhstrasse Direktor,,,030065739,Städtische Gewerbeschule an der Pranckhstraße
1236301773,Briefbogen Der Direktor der Städtischen Berufsfortbildungsschule für Buchdrucker Gewerbeschule Pranckhstrasse,,,001194135,Städtische Berufsfortbildungsschule für Buchdrucker
123630182X,Korrekturfahne und Belegexemplare von Briefbogen Der Direktor der Gewerbeschule Westenriederstrasse,,,030070600,Städtische Gewerbeschule an der Westenriederstraße
1236301927,Briefbogen für Lasar Galpern auf Pappe montiert,143804499,Galpern,,
1236302028,Schülerausweis für Schüler der Meisterschule für Deutschlands Buchdrucker,,,001109030,Meisterschule für Deutschlands Buchdrucker
1236302095,Briefbogen für Karl Zeleny Verlag,,,,Karl Zeleny Verlag
1236302168,Probedrucke von Briefbogen nach DIN 676,,,1144922194,München
1236302192,Korrigierter Probedruck und Klischeeabzug von Verlegermarke für Insel-Verlag,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236302338,Briefbogen für Architekturbüro Lechner & Norkauer,1216724717,Norkauer,,
1236302338,Briefbogen für Architekturbüro Lechner & Norkauer,1031161236,Lechner,,
123630294X,"Briefumschlag Wichtige Mitteilung, Messe betreffend",,,1056824379,Emil Gerasch GmbH
1236303113,Entwurf und Probedruck von Briefbogen für Insel-Verlag,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
123630330X,Briefbogen für Bildungsverband der Deutschen Buchdrucker (Ortsgruppe München),,,1216524246,Bildungsverband der Deutschen Buchdrucker
1236303385,Probedruck von Briefbogen nach DIN 676,,,1144922194,München
1236303520,Probedruck von Briefbogen für Kammerspiele im Schauspielhaus,,,007184859,Münchner Kammerspiele
1236303598,Briefbogen für Paul Renner,118744542,Renner,,
1236303695,Briefbogen für Fritz Norkauer,1216724717,Norkauer,,
1236303792,Geschäftsbreifvordruck nach Din 676,,,030070600,Städtische Gewerbeschule an der Westenriederstraße
1236303962,Verkleinerter Probedruck von Plakat Statistik der Ehescheidungen in Deutschland,,,1086213912,Niels Kampmann Verlag
1236304047,Reproduktionsfotografie von Plakat Buster Keaton Der General für Phoebus-Palast,,,1217666052,Phoebus-Palast
1236304306,Korrigierter Probedruck für den Rückentitel von Rumänisches Tagebuch,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236304381,Briefbogen für S. Hassing,,Hassing,,
1236304608,Probedruck für den Rückentitel von Eine Kindheit,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236304691,Visitenkarte von Fritz Knorr Buchdruckerei,,,,Fritz Knorr Buchdruckerei
1236304896,Probedruck von Schutzumschlag für Heinrich Heines Sämtliche Gedichte,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236304918,Zeitungsausschnitte mit Anzeigen für UNS-Bücherstube,,,1031547878,UNS-Bücherstube
1236304969,Radierung für das Titelblatt von Hymnen an die Nacht,,,,Schüler & Ulbrich
1236305027,Entwurfsskizze für den Umschlag von Elementare Typographie,,,002635534,Bildungsverband der Deutschen Buchdrucker
1236305051,Entwurf von Briefbogen für Marcus Stern,,Stern,,
1236305159,Entwurf von Briefbogen für Dr. Kurt Hermann,1031959165,Herrmann,,
1236305191,Werbeanzeige für Paul Edlich Malermeister,,Edlich,,
1236305221,Klebeentwurf für die typografische Gestaltung der Zeitschrift Kulturschau,,,970508751,Verlag Die Wölfe
1236305310,Probedruck für das Titelblatt von Der Falke und die Wölfin,,,95570006X,Dietrich Reimer
1236305337,Briefumschlag und Briefbogen für Niels Kampmann,116038578,Kampmann,,
1236308123,Entwurf für den Umschlag von Elementare Typographie,,,002635534,Bildungsverband der Deutschen Buchdrucker
1236310098,Probedruck für Anzeige Technische Messe Leipzig,,,005018528,Leipziger Messeamt
1236310136,Korrigierter Probedruck für das Titelblatt von Aus dem alten Europa,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236310144,"Schutzumschläge von Goethes Romane und Novellen, Band 1 und 2",,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236310217,Zeitungsausschnitte mit Anzeigen für UNS-Bücherstube,,,1031547878,UNS-Bücherstube
1236310233,Probedruck von Briefbogen für Nina Chmelowa,1216514011,Chmelowa,,
1236310349,Visitenkarte von Fritz Knorr Buchdruckerei,,,,Fritz Knorr Buchdruckerei
1236310357,Werbeanzeige für Paul Edlich Malermeister,,Edlich,,
1236310411,Probedruck für das Titelblatt von Michael Unger,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236310462,Entwurf einer Initiale auf einem Probedruck für Der Falke und die Wölfin,,,95570006X,Dietrich Reimer
1236310594,Korrekturfahne einer Reproduktion von Werbeplakat Książki tutaj do nabycia,,,1216519641,Wydawnictwo Philobiblon
1236310624,Montierter Geschäftsbriefvordruck nach Din 676,,,,Atelier für buchgewerbliche Herstellung Ernst Kellner
1236310683,Entwurf für das Titelblatt von Buchkünstler der Gegenwart,,,00011314X,Deutscher Buchgewerbeverein
1236310721,"Briefumschlag für Bund deutscher Gebrauchsgraphiker, Ortsgruppe Leipzig",,,004664337,Bund Deutscher Gebrauchsgraphiker
1236310799,"Entwurf für Werbeanzeige Werkstätte für einfache und künstlerische Dekorationsmalerei, Anstricharbeiten jeder Art, Heiseler & Wildenhain, Leipzig-Windmühlenstrasse 25, Fernruf 20601",,,,"Malerwerstatt Heiseler & Wildenhain, Leipzig"
1236310926,Probedrucke für das Titelblatt und Initialen von Der Falke und die Wölfin,,,95570006X,Dietrich Reimer
1236310969,Entwurfsskizzen für den Buchrücken von Modeste Mignon,,,1042067406,Ernst Rowohlt KG
1236311000,Entwurf von Verlegermarke für Philobiblon,,,1216519641,Wydawnictwo Philobiblon
1236311124,Probedruck für den Bucheinband von Das Inselschiff,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
123631168X,Entwurf von Exlibris für Iohanna L. Smith,,Smith,,
1236311930,Probedruck für Rückenschild von Deutsche Vergangenheit,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236311965,Skizze für Plakat książki tutaj do nabycia,,,1216519641,Wydawnictwo Philobiblon
1236312031,"Briefumschlag für Bund deutscher Gebrauchsgraphiker, Ortsgruppe Leipzig",,,004664337,Bund Deutscher Gebrauchsgraphiker
1236312058,Briefumschlag für Günther Wagner,,,055088716,Firma Günther Wagner
1236312090,Zeitungsausschnitte mit Anzeigen für UNS-Bücherstube,,,1031547878,UNS-Bücherstube
1236312112,Handgezeichnete Satzvorlage für das Titelblatt und Initialen von Der Falke und die Wölfin,,,947743030,J. G. Schelter & Giesecke
