idn,title,ts-idn,ts
1236149556,"Montierte Entwürfe, Satzvorlagen und Probedrucke von Illustrationen für Das Alphabet des Damianus Moyllus",041212088,Entwurf
1236149556,"Montierte Entwürfe, Satzvorlagen und Probedrucke von Illustrationen für Das Alphabet des Damianus Moyllus",041816684,Skizze
1236149556,"Montierte Entwürfe, Satzvorlagen und Probedrucke von Illustrationen für Das Alphabet des Damianus Moyllus",943626668,Probedruck
1236149556,"Montierte Entwürfe, Satzvorlagen und Probedrucke von Illustrationen für Das Alphabet des Damianus Moyllus",041884094,Visitenkarte
1236149599,Mappe mit Vorarbeiten zu Werke und Aufsätze über El Lissitzky (1890-1941),040131343,Druckwerk
1236149599,Mappe mit Vorarbeiten zu Werke und Aufsätze über El Lissitzky (1890-1941),040085708,Buch
1236149599,Mappe mit Vorarbeiten zu Werke und Aufsätze über El Lissitzky (1890-1941),04123412X,Illustration
1236149599,Mappe mit Vorarbeiten zu Werke und Aufsätze über El Lissitzky (1890-1941),941715787,Klischee
1236149599,Mappe mit Vorarbeiten zu Werke und Aufsätze über El Lissitzky (1890-1941),04141215X,Abzug
1236149599,Mappe mit Vorarbeiten zu Werke und Aufsätze über El Lissitzky (1890-1941),943626668,Probedruck
1236149599,Mappe mit Vorarbeiten zu Werke und Aufsätze über El Lissitzky (1890-1941),041816684,Skizze
1236149599,Mappe mit Vorarbeiten zu Werke und Aufsätze über El Lissitzky (1890-1941),042067774,Notiz
1236149610,Arbeitsnotizen zu In Su-Chou um 1740: 15 Ku-Su-Drucke,042067774,Notiz
1236149653,Sammlung von Entwürfen und Probedrucken von Firmenzeichen für Georg-Rentsch-Söhne,041249798,Firmenzeichen
1236149653,Sammlung von Entwürfen und Probedrucken von Firmenzeichen für Georg-Rentsch-Söhne,041212088,Entwurf
1236149653,Sammlung von Entwürfen und Probedrucken von Firmenzeichen für Georg-Rentsch-Söhne,943626668,Probedruck
1236149696,Mappe mit Sammlung von Transparentfolien mit aufgedrucktem Firmenzeichen für Georg-Rentsch-Söhne,041249798,Firmenzeichen
1236149696,Mappe mit Sammlung von Transparentfolien mit aufgedrucktem Firmenzeichen für Georg-Rentsch-Söhne,944214657,Pre-press
1236149718,Arbeitsmaterial für Asymmetric Typography und Die unsymmetrische Satzweise,943626668,Probedruck
1236149718,Arbeitsmaterial für Asymmetric Typography und Die unsymmetrische Satzweise,042067774,Notiz
1236149718,Arbeitsmaterial für Asymmetric Typography und Die unsymmetrische Satzweise,040324230,Kopie
1236149734,Klischeeabzüge der Illustrationen für Ausgewählte Aufsätze über Fragen der Gestalt des Buches und der Typographie,04123412X,Illustration
1236149734,Klischeeabzüge der Illustrationen für Ausgewählte Aufsätze über Fragen der Gestalt des Buches und der Typographie,941715787,Klischee
1236149777,Klischeeabzüge der Illustrationen für Ausgewählte Aufsätze über Fragen der Gestalt des Buches und der Typographie,941715787,Klischee
1236149777,Klischeeabzüge der Illustrationen für Ausgewählte Aufsätze über Fragen der Gestalt des Buches und der Typographie,04123412X,Illustration
1236149793,Korrigierte Klischeeabzüge der Illustrationen für Ausgewählte Aufsätze über Fragen der Gestalt des Buches und der Typographie,941715787,Klischee
1236149793,Korrigierte Klischeeabzüge der Illustrationen für Ausgewählte Aufsätze über Fragen der Gestalt des Buches und der Typographie,04123412X,Illustration
1236149793,Korrigierte Klischeeabzüge der Illustrationen für Ausgewählte Aufsätze über Fragen der Gestalt des Buches und der Typographie,946122350,Fahne
1236149823,Klischeeabzüge der Illustrationen für Ausgewählte Aufsätze über Fragen der Gestalt des Buches und der Typographie,941715787,Klischee
1236149823,Klischeeabzüge der Illustrationen für Ausgewählte Aufsätze über Fragen der Gestalt des Buches und der Typographie,04123412X,Illustration
1236149831,Konvolut Arbeitsmaterial zu Asymmetric Typography,040085708,Buch
1236149831,Konvolut Arbeitsmaterial zu Asymmetric Typography,948082828,Druckvorlage
1236149866,Klebeentwurf und Probedruck für den Schutzumschlag von Asymmetric Typography,041802810,Schutzumschlag
1236149866,Klebeentwurf und Probedruck für den Schutzumschlag von Asymmetric Typography,041212088,Entwurf
1236149866,Klebeentwurf und Probedruck für den Schutzumschlag von Asymmetric Typography,943626668,Probedruck
1236149882,"Klischees, Klischeeabzüge und Fotokopien von Versal-Ziffern für die Sabon",040131203,Druckschrift
1236149882,"Klischees, Klischeeabzüge und Fotokopien von Versal-Ziffern für die Sabon",941715787,Klischee
1236149882,"Klischees, Klischeeabzüge und Fotokopien von Versal-Ziffern für die Sabon",04141215X,Abzug
1236149882,"Klischees, Klischeeabzüge und Fotokopien von Versal-Ziffern für die Sabon",041745116,Fotokopie
1236149890,"Fotokopien von Sabon-Entwürfen, Skizzen und korrigierte Ausschnitte aus Reproduktionen der Sabon",040131203,Druckschrift
1236149890,"Fotokopien von Sabon-Entwürfen, Skizzen und korrigierte Ausschnitte aus Reproduktionen der Sabon",041212088,Entwurf
1236149890,"Fotokopien von Sabon-Entwürfen, Skizzen und korrigierte Ausschnitte aus Reproduktionen der Sabon",041745116,Fotokopie
1236149890,"Fotokopien von Sabon-Entwürfen, Skizzen und korrigierte Ausschnitte aus Reproduktionen der Sabon",041157494,Reproduktion
1236149890,"Fotokopien von Sabon-Entwürfen, Skizzen und korrigierte Ausschnitte aus Reproduktionen der Sabon",042067774,Notiz
1236149890,"Fotokopien von Sabon-Entwürfen, Skizzen und korrigierte Ausschnitte aus Reproduktionen der Sabon",041816684,Skizze
1236149939,Klebeentwürfe für Sabon,040131203,Druckschrift
1236149939,Klebeentwürfe für Sabon,041157494,Reproduktion
1236149939,Klebeentwürfe für Sabon,041212088,Entwurf
1236149998,"Klischeeabzüge, Probedrucke und Vorarbeiten für verschiedene Artikel und Abbildungen über El Lissitzky",04123412X,Illustration
1236149998,"Klischeeabzüge, Probedrucke und Vorarbeiten für verschiedene Artikel und Abbildungen über El Lissitzky",941715787,Klischee
1236149998,"Klischeeabzüge, Probedrucke und Vorarbeiten für verschiedene Artikel und Abbildungen über El Lissitzky",04141215X,Abzug
1236149998,"Klischeeabzüge, Probedrucke und Vorarbeiten für verschiedene Artikel und Abbildungen über El Lissitzky",943626668,Probedruck
1236150007,Notizen und Probedrucke von Titelzeile für Über Buchkunst und Typographie,041855760,Titelblatt
1236150007,Notizen und Probedrucke von Titelzeile für Über Buchkunst und Typographie,943626668,Probedruck
1236150007,Notizen und Probedrucke von Titelzeile für Über Buchkunst und Typographie,042749182,Aufzeichnung
1236150058,Fotokopien von Sabon-Entwürfen und Klebeentwürfe mit montierten Ausschnitten aus Fotokopien von Sabon-Entwürfen,040131203,Druckschrift
1236150058,Fotokopien von Sabon-Entwürfen und Klebeentwürfe mit montierten Ausschnitten aus Fotokopien von Sabon-Entwürfen,041212088,Entwurf
1236150058,Fotokopien von Sabon-Entwürfen und Klebeentwürfe mit montierten Ausschnitten aus Fotokopien von Sabon-Entwürfen,041745116,Fotokopie
1236150058,Fotokopien von Sabon-Entwürfen und Klebeentwürfe mit montierten Ausschnitten aus Fotokopien von Sabon-Entwürfen,041157494,Reproduktion
1236150104,Notizen und montierte Reproduktionen historischer Gebrauchsgrafik als Vorlagen für Illustrationen von Gelegenheitsdrucksachen aus fünf Jahrhunderten,04123412X,Illustration
1236150104,Notizen und montierte Reproduktionen historischer Gebrauchsgrafik als Vorlagen für Illustrationen von Gelegenheitsdrucksachen aus fünf Jahrhunderten,041886828,Vorlage
1236150104,Notizen und montierte Reproduktionen historischer Gebrauchsgrafik als Vorlagen für Illustrationen von Gelegenheitsdrucksachen aus fünf Jahrhunderten,042067774,Notiz
1236150104,Notizen und montierte Reproduktionen historischer Gebrauchsgrafik als Vorlagen für Illustrationen von Gelegenheitsdrucksachen aus fünf Jahrhunderten,041745116,Fotokopie
1236150120,Fotokopien von Sabon-Entwürfen und montierte und korrigierte Ausschnitte aus Reproduktionen der Sabon,040131203,Druckschrift
1236150120,Fotokopien von Sabon-Entwürfen und montierte und korrigierte Ausschnitte aus Reproduktionen der Sabon,041212088,Entwurf
1236150120,Fotokopien von Sabon-Entwürfen und montierte und korrigierte Ausschnitte aus Reproduktionen der Sabon,041745116,Fotokopie
1236150120,Fotokopien von Sabon-Entwürfen und montierte und korrigierte Ausschnitte aus Reproduktionen der Sabon,041157494,Reproduktion
1236150163,Historische Drucke des 17. Jahrhunderts für Gelegenheitsdrucksachen aus fünf Jahrhunderten,040131343,Druckwerk
1236150163,Historische Drucke des 17. Jahrhunderts für Gelegenheitsdrucksachen aus fünf Jahrhunderten,040621324,Urkunde
1236150163,Historische Drucke des 17. Jahrhunderts für Gelegenheitsdrucksachen aus fünf Jahrhunderten,041443845,Beispielsammlung
1236150228,Gesammelte Beispiele für Illustrationen von Gelegenheitsdrucksachen aus fünf Jahrhunderten,040195589,Gebrauchsgrafik
1236150228,Gesammelte Beispiele für Illustrationen von Gelegenheitsdrucksachen aus fünf Jahrhunderten,041443845,Beispielsammlung
1236150279,"Fotokopien von Sabon-Entwürfen, Probedrucke der Sabon und Reproduktionen von Garamonds Gros Canon Romain",040131203,Druckschrift
1236150279,"Fotokopien von Sabon-Entwürfen, Probedrucke der Sabon und Reproduktionen von Garamonds Gros Canon Romain",041212088,Entwurf
1236150279,"Fotokopien von Sabon-Entwürfen, Probedrucke der Sabon und Reproduktionen von Garamonds Gros Canon Romain",041745116,Fotokopie
1236150279,"Fotokopien von Sabon-Entwürfen, Probedrucke der Sabon und Reproduktionen von Garamonds Gros Canon Romain",041157494,Reproduktion
1236150295,Fotokopien von kursiven Sabon-Entwürfen und montierte Ausschnitte aus Kopien,040131203,Druckschrift
1236150295,Fotokopien von kursiven Sabon-Entwürfen und montierte Ausschnitte aus Kopien,041212088,Entwurf
1236150295,Fotokopien von kursiven Sabon-Entwürfen und montierte Ausschnitte aus Kopien,041745116,Fotokopie
1236150295,Fotokopien von kursiven Sabon-Entwürfen und montierte Ausschnitte aus Kopien,041157494,Reproduktion
1236150333,"Fotokopien von Sabon-Entwürfen, Skizzen und korrigierte Ausschnitte aus Reproduktionen der Sabon",040131203,Druckschrift
1236150333,"Fotokopien von Sabon-Entwürfen, Skizzen und korrigierte Ausschnitte aus Reproduktionen der Sabon",041212088,Entwurf
1236150333,"Fotokopien von Sabon-Entwürfen, Skizzen und korrigierte Ausschnitte aus Reproduktionen der Sabon",041745116,Fotokopie
1236150333,"Fotokopien von Sabon-Entwürfen, Skizzen und korrigierte Ausschnitte aus Reproduktionen der Sabon",041157494,Reproduktion
1236150333,"Fotokopien von Sabon-Entwürfen, Skizzen und korrigierte Ausschnitte aus Reproduktionen der Sabon",041816684,Skizze
1236150368,Fotokopien für einen Briefkopf für Franz Haniel AG,042275423,Briefkopf
1236150368,Fotokopien für einen Briefkopf für Franz Haniel AG,041745116,Fotokopie
1236150449,Briefbogen und Briefumschlag von Franz Haniel AG,042757517,Briefbogen
1236150449,Briefbogen und Briefumschlag von Franz Haniel AG,041466144,Briefumschlag
1236150481,Korrekturfahnen und Probedrucke für Umschlag und Titelblatt der Dissertation von Peter Tschichold,942084292,Umschlag
1236150481,Korrekturfahnen und Probedrucke für Umschlag und Titelblatt der Dissertation von Peter Tschichold,041855760,Titelblatt
1236150481,Korrekturfahnen und Probedrucke für Umschlag und Titelblatt der Dissertation von Peter Tschichold,943626668,Probedruck
1236150481,Korrekturfahnen und Probedrucke für Umschlag und Titelblatt der Dissertation von Peter Tschichold,946122350,Fahne
1236150538,Mappe mit Klebeentwurf für einen Briefbogen von Franz Haniel AG,042757517,Briefbogen
1236150538,Mappe mit Klebeentwurf für einen Briefbogen von Franz Haniel AG,041212088,Entwurf
1236150562,"Notizen, Montierte Klischeevorlagen, Reproduktionsfotografien und Druckklischees zu Antiquaschriften",941715787,Klischee
1236150562,"Notizen, Montierte Klischeevorlagen, Reproduktionsfotografien und Druckklischees zu Antiquaschriften",041886828,Vorlage
1236150562,"Notizen, Montierte Klischeevorlagen, Reproduktionsfotografien und Druckklischees zu Antiquaschriften",041157494,Reproduktion
1236150562,"Notizen, Montierte Klischeevorlagen, Reproduktionsfotografien und Druckklischees zu Antiquaschriften",041371100,Reproduktionsfotografie
1236150619,"Montierte Klischeevorlage, Reproduktionsfotografien und Druckklischee zu Antiquaschriften",04123412X,Illustration
1236150619,"Montierte Klischeevorlage, Reproduktionsfotografien und Druckklischee zu Antiquaschriften",941715787,Klischee
1236150619,"Montierte Klischeevorlage, Reproduktionsfotografien und Druckklischee zu Antiquaschriften",041886828,Vorlage
1236150619,"Montierte Klischeevorlage, Reproduktionsfotografien und Druckklischee zu Antiquaschriften",041157494,Reproduktion
1236150619,"Montierte Klischeevorlage, Reproduktionsfotografien und Druckklischee zu Antiquaschriften",041371100,Reproduktionsfotografie
1236150643,Montierte Klischeevorlage und Notizen für die Illustration einer Renaissance-Antiqua,04123412X,Illustration
1236150643,Montierte Klischeevorlage und Notizen für die Illustration einer Renaissance-Antiqua,941715787,Klischee
1236150643,Montierte Klischeevorlage und Notizen für die Illustration einer Renaissance-Antiqua,041886828,Vorlage
1236150643,Montierte Klischeevorlage und Notizen für die Illustration einer Renaissance-Antiqua,041157494,Reproduktion
1236150643,Montierte Klischeevorlage und Notizen für die Illustration einer Renaissance-Antiqua,041371100,Reproduktionsfotografie
123615066X,Reproduktionsfotografien einer Italique ancienne und weiterer historischer Kursivschriften,041662180,Kursive
123615066X,Reproduktionsfotografien einer Italique ancienne und weiterer historischer Kursivschriften,041157494,Reproduktion
123615066X,Reproduktionsfotografien einer Italique ancienne und weiterer historischer Kursivschriften,041371100,Reproduktionsfotografie
1236150678,Mappe Zur Garamond,040131203,Druckschrift
1236150678,Mappe Zur Garamond,042067774,Notiz
1236150678,Mappe Zur Garamond,943626668,Probedruck
1236150678,Mappe Zur Garamond,940532611,Transparentfolie
1236150678,Mappe Zur Garamond,941715787,Klischee
1236150678,Mappe Zur Garamond,04141215X,Abzug
1236150678,Mappe Zur Garamond,948082828,Druckvorlage
1236150686,"Mappe mit Transparentfolie, Probedrucken und Notizen zur  Garamond",040131203,Druckschrift
1236150686,"Mappe mit Transparentfolie, Probedrucken und Notizen zur  Garamond",042067774,Notiz
1236150686,"Mappe mit Transparentfolie, Probedrucken und Notizen zur  Garamond",943626668,Probedruck
1236150686,"Mappe mit Transparentfolie, Probedrucken und Notizen zur  Garamond",940532611,Transparentfolie
1236150694,Mappe 3. Versuch. Beendet am 21.9.60,040131203,Druckschrift
1236150694,Mappe 3. Versuch. Beendet am 21.9.60,943626668,Probedruck
1236150732,Mappe 2. Versuch,040131203,Druckschrift
1236150732,Mappe 2. Versuch,042067774,Notiz
1236150732,Mappe 2. Versuch,943626668,Probedruck
1236150848,"Mappe Neue Garamond 1. Versuch, 2.7.60",040131203,Druckschrift
1236150848,"Mappe Neue Garamond 1. Versuch, 2.7.60",042067774,Notiz
1236150848,"Mappe Neue Garamond 1. Versuch, 2.7.60",943626668,Probedruck
1236150910,"Mappe mit Notizen, Probedrucken, Klischeeabzügen zur Garamond",040131203,Druckschrift
1236150910,"Mappe mit Notizen, Probedrucken, Klischeeabzügen zur Garamond",042067774,Notiz
1236150910,"Mappe mit Notizen, Probedrucken, Klischeeabzügen zur Garamond",941715787,Klischee
1236150910,"Mappe mit Notizen, Probedrucken, Klischeeabzügen zur Garamond",04141215X,Abzug
1236150910,"Mappe mit Notizen, Probedrucken, Klischeeabzügen zur Garamond",943626668,Probedruck
1236150937,Probedrucke und Korrekturfahnen von Neujahrswunsch Alles Gute im neuen Jahr wünschen Jan und Edith Tschichold,041577000,Glückwunschkarte
1236150937,Probedrucke und Korrekturfahnen von Neujahrswunsch Alles Gute im neuen Jahr wünschen Jan und Edith Tschichold,041715640,Neujahrswunsch
1236150937,Probedrucke und Korrekturfahnen von Neujahrswunsch Alles Gute im neuen Jahr wünschen Jan und Edith Tschichold,943626668,Probedruck
1236150937,Probedrucke und Korrekturfahnen von Neujahrswunsch Alles Gute im neuen Jahr wünschen Jan und Edith Tschichold,946122350,Fahne
1236150996,Mappe Alte Halbfette Garamond,040131203,Druckschrift
1236150996,Mappe Alte Halbfette Garamond,041212088,Entwurf
1236150996,Mappe Alte Halbfette Garamond,041745116,Fotokopie
1236150996,Mappe Alte Halbfette Garamond,04141215X,Abzug
1236151054,"Skizze und Klischees für Illustrationen von Geschichte der Schrift in Bildern, 4. Auflage",04123412X,Illustration
1236151054,"Skizze und Klischees für Illustrationen von Geschichte der Schrift in Bildern, 4. Auflage",941715787,Klischee
1236151054,"Skizze und Klischees für Illustrationen von Geschichte der Schrift in Bildern, 4. Auflage",041816684,Skizze
1236151100,"Klischees und Klischeeabzüge für Illustrationen von Geschichte der Schrift in Bildern, 4. Auflage",04123412X,Illustration
1236151100,"Klischees und Klischeeabzüge für Illustrationen von Geschichte der Schrift in Bildern, 4. Auflage",941715787,Klischee
1236151151,"Klebeentwurf, Klischeeabzüge und montierter Druck von Titelblatt für Geschichte der Schrift in Bildern, 4. Auflage",041855760,Titelblatt
1236151151,"Klebeentwurf, Klischeeabzüge und montierter Druck von Titelblatt für Geschichte der Schrift in Bildern, 4. Auflage",041212088,Entwurf
1236151151,"Klebeentwurf, Klischeeabzüge und montierter Druck von Titelblatt für Geschichte der Schrift in Bildern, 4. Auflage",941715787,Klischee
1236151178,"Notizen zu Gestaltung und Inhalt von Geschichte der Schrift in Bildern, 4. Auflage",042067774,Notiz
1236151224,"Probedrucke von Druckklischees in Briefumschlag für Schönste, liebe mich",040438864,Ornament
1236151224,"Probedrucke von Druckklischees in Briefumschlag für Schönste, liebe mich",943626668,Probedruck
1236151275,"Briefumschlag mit Notizen für Schönste, liebe mich",042067774,Notiz
1236151275,"Briefumschlag mit Notizen für Schönste, liebe mich",041466144,Briefumschlag
1236151291,"Mappe mit Vorarbeiten und Notizen zu Schönste, liebe mich",042067774,Notiz
1236151291,"Mappe mit Vorarbeiten und Notizen zu Schönste, liebe mich",041816684,Skizze
1236151364,Papiermuster der Mühlebach AG für Geschäftsdrucksachen Freunde Alter Musik,040445224,Papier
1236151402,Mappe Vorlagen für erste Alos-Kopien,041389999,Schriftprobe
1236151402,Mappe Vorlagen für erste Alos-Kopien,943626668,Probedruck
1236151445,Mappe mit Schriftentwürfen Cancellaresca und Reproduktionen von Sabon Entwürfen,040131203,Druckschrift
1236151445,Mappe mit Schriftentwürfen Cancellaresca und Reproduktionen von Sabon Entwürfen,041212088,Entwurf
1236151445,Mappe mit Schriftentwürfen Cancellaresca und Reproduktionen von Sabon Entwürfen,041745116,Fotokopie
1236151445,Mappe mit Schriftentwürfen Cancellaresca und Reproduktionen von Sabon Entwürfen,041157494,Reproduktion
1236151445,Mappe mit Schriftentwürfen Cancellaresca und Reproduktionen von Sabon Entwürfen,041524586,Entwurfszeichnung
1236151445,Mappe mit Schriftentwürfen Cancellaresca und Reproduktionen von Sabon Entwürfen,941715787,Klischee
123615147X,Mappe mit Entwurfszeichnungen und Reproduktionen Antesk,040131203,Druckschrift
123615147X,Mappe mit Entwurfszeichnungen und Reproduktionen Antesk,041212088,Entwurf
123615147X,Mappe mit Entwurfszeichnungen und Reproduktionen Antesk,041157494,Reproduktion
123615147X,Mappe mit Entwurfszeichnungen und Reproduktionen Antesk,041524586,Entwurfszeichnung
1236151534,Klebeentwürfe von Illustrationen für Formenwandlung der &-Zeichen,04123412X,Illustration
1236151534,Klebeentwürfe von Illustrationen für Formenwandlung der &-Zeichen,041212088,Entwurf
1236151534,Klebeentwürfe von Illustrationen für Formenwandlung der &-Zeichen,943626668,Probedruck
1236151577,Leihscheine Universitätsbibliothek Basel,042124255,Ausleihe
1236151631,Konvolut Firmenzeichen und Verlegermarken,041878655,Verlegermarke
1236151631,Konvolut Firmenzeichen und Verlegermarken,941715787,Klischee
1236151682,"Druckklischees für die Illustrationen von Schriftkunde, Schreibübungen und Skizzieren, 2. Auflage",941715787,Klischee
1236151682,"Druckklischees für die Illustrationen von Schriftkunde, Schreibübungen und Skizzieren, 2. Auflage",043282350,Druckstock
1236151682,"Druckklischees für die Illustrationen von Schriftkunde, Schreibübungen und Skizzieren, 2. Auflage",04123412X,Illustration
1236151739,Reproduktionen und Fotokopien von Entwurf für Signet für Georg-Rentsch-Söhne [1950],041249798,Firmenzeichen
1236151739,Reproduktionen und Fotokopien von Entwurf für Signet für Georg-Rentsch-Söhne [1950],041212088,Entwurf
1236151739,Reproduktionen und Fotokopien von Entwurf für Signet für Georg-Rentsch-Söhne [1950],041745116,Fotokopie
1236151739,Reproduktionen und Fotokopien von Entwurf für Signet für Georg-Rentsch-Söhne [1950],041157494,Reproduktion
1236151852,"Entwürfe, Fotokopien und Reproduktionen von Schriftzug für Georg-Rentsch-Söhne [1950]",041249798,Firmenzeichen
1236151852,"Entwürfe, Fotokopien und Reproduktionen von Schriftzug für Georg-Rentsch-Söhne [1950]",041524586,Entwurfszeichnung
1236151852,"Entwürfe, Fotokopien und Reproduktionen von Schriftzug für Georg-Rentsch-Söhne [1950]",041212088,Entwurf
1236151852,"Entwürfe, Fotokopien und Reproduktionen von Schriftzug für Georg-Rentsch-Söhne [1950]",041745116,Fotokopie
1236151852,"Entwürfe, Fotokopien und Reproduktionen von Schriftzug für Georg-Rentsch-Söhne [1950]",041157494,Reproduktion
1236151887,"Entwurfszeichnungen, Fotokopien und Reproduktionen von Signet für Georg-Rentsch-Söhne [1950]",041249798,Firmenzeichen
1236151887,"Entwurfszeichnungen, Fotokopien und Reproduktionen von Signet für Georg-Rentsch-Söhne [1950]",041524586,Entwurfszeichnung
1236151887,"Entwurfszeichnungen, Fotokopien und Reproduktionen von Signet für Georg-Rentsch-Söhne [1950]",041212088,Entwurf
1236151887,"Entwurfszeichnungen, Fotokopien und Reproduktionen von Signet für Georg-Rentsch-Söhne [1950]",041745116,Fotokopie
1236151887,"Entwurfszeichnungen, Fotokopien und Reproduktionen von Signet für Georg-Rentsch-Söhne [1950]",041157494,Reproduktion
1236151933,"Mappe mit Vorarbeiten, Entwurfszeichnungen und Probedrucken zu Kalenderziffern",040292908,Kalender
1236151933,"Mappe mit Vorarbeiten, Entwurfszeichnungen und Probedrucken zu Kalenderziffern",041908090,Ziffer
1236151933,"Mappe mit Vorarbeiten, Entwurfszeichnungen und Probedrucken zu Kalenderziffern",041212088,Entwurf
1236151933,"Mappe mit Vorarbeiten, Entwurfszeichnungen und Probedrucken zu Kalenderziffern",943626668,Probedruck
1236152018,Entwürfe und Reproduktionen von Firmenzeichen für Georg-Rentsch-Söhne [1950],041249798,Firmenzeichen
1236152018,Entwürfe und Reproduktionen von Firmenzeichen für Georg-Rentsch-Söhne [1950],041157494,Reproduktion
1236152018,Entwürfe und Reproduktionen von Firmenzeichen für Georg-Rentsch-Söhne [1950],041212088,Entwurf
1236152085,"Vorarbeiten und Probedrucke für Im Dienste des Buches, Designing Books und I Bogens Tjeneste",040131343,Druckwerk
1236152085,"Vorarbeiten und Probedrucke für Im Dienste des Buches, Designing Books und I Bogens Tjeneste",041855760,Titelblatt
1236152085,"Vorarbeiten und Probedrucke für Im Dienste des Buches, Designing Books und I Bogens Tjeneste",041802810,Schutzumschlag
1236152085,"Vorarbeiten und Probedrucke für Im Dienste des Buches, Designing Books und I Bogens Tjeneste",041212088,Entwurf
1236152085,"Vorarbeiten und Probedrucke für Im Dienste des Buches, Designing Books und I Bogens Tjeneste",943626668,Probedruck
1236152220,Briefbögen und Briefumschläge für Georg-Rentsch-Söhne,041249798,Firmenzeichen
1236152220,Briefbögen und Briefumschläge für Georg-Rentsch-Söhne,042757517,Briefbogen
1236152220,Briefbögen und Briefumschläge für Georg-Rentsch-Söhne,041466144,Briefumschlag
123615228X,Druckvorstufen und Probedrucke für Firmenzeichen Georg-Rentsch-Söhne,041249798,Firmenzeichen
123615228X,Druckvorstufen und Probedrucke für Firmenzeichen Georg-Rentsch-Söhne,944214657,Pre-press
123615228X,Druckvorstufen und Probedrucke für Firmenzeichen Georg-Rentsch-Söhne,943626668,Probedruck
1236152387,Skizzen und Probedrucke für den Buchrücken von Apuleius,942084292,Umschlag
1236152387,Skizzen und Probedrucke für den Buchrücken von Apuleius,041816684,Skizze
1236152387,Skizzen und Probedrucke für den Buchrücken von Apuleius,943626668,Probedruck
1236152433,Layoutvorlage und Druckfahne für zwei Seiten von Shakespeare's Sonnets,963736043,Seite
1236152433,Layoutvorlage und Druckfahne für zwei Seiten von Shakespeare's Sonnets,04269003X,Layout
1236152433,Layoutvorlage und Druckfahne für zwei Seiten von Shakespeare's Sonnets,946122350,Fahne
1236152506,Entwürfe für die Gestaltung von Buchrücken für British Wild Flowers,042846560,Buchrücken
1236152506,Entwürfe für die Gestaltung von Buchrücken für British Wild Flowers,041212088,Entwurf
1236152573,Schriftentwürfe für das Titelblatt von Insect Life,041855760,Titelblatt
1236152573,Schriftentwürfe für das Titelblatt von Insect Life,041212088,Entwurf
1236152611,Klischeeabzüge für das Titelblatt von A Book of Scripts,041855760,Titelblatt
1236152611,Klischeeabzüge für das Titelblatt von A Book of Scripts,041363418,Typografie
1236152611,Klischeeabzüge für das Titelblatt von A Book of Scripts,040495442,Reprographie
1236152670,Abzüge Verlegermarken für Penguin Books,041878655,Verlegermarke
1236152670,Abzüge Verlegermarken für Penguin Books,04141215X,Abzug
1236152751,Bucheinbände für The Odyssey,042721520,Einbanddecke
1236152751,Bucheinbände für The Odyssey,943626668,Probedruck
1236152824,Entwürfe von Verlegermarken und Briefbogen für Verlag Heinrich Majer,042757517,Briefbogen
1236152824,Entwürfe von Verlegermarken und Briefbogen für Verlag Heinrich Majer,041878655,Verlegermarke
1236152824,Entwürfe von Verlegermarken und Briefbogen für Verlag Heinrich Majer,041212088,Entwurf
1236152883,"Probedrucke von Akzidenz und Neujahrswunsch für Antiquariat Bernhard Krohn, Paul Griesinger und Jan Tschichold",943626668,Probedruck
1236152883,"Probedrucke von Akzidenz und Neujahrswunsch für Antiquariat Bernhard Krohn, Paul Griesinger und Jan Tschichold",041942175,Akzidenz
1236152883,"Probedrucke von Akzidenz und Neujahrswunsch für Antiquariat Bernhard Krohn, Paul Griesinger und Jan Tschichold",041974263,Grußkarte
1236152883,"Probedrucke von Akzidenz und Neujahrswunsch für Antiquariat Bernhard Krohn, Paul Griesinger und Jan Tschichold",041715640,Neujahrswunsch
123615293X,Entwürfe für das Titelblatt von A Book of Scripts,041855760,Titelblatt
123615293X,Entwürfe für das Titelblatt von A Book of Scripts,041363418,Typografie
123615293X,Entwürfe für das Titelblatt von A Book of Scripts,041212088,Entwurf
1236152964,"Entwürfe für ein Werbeschild Birds Of A Feather: Penguins, Pelicans, and Puffins",042939739,Werbeschild
1236152964,"Entwürfe für ein Werbeschild Birds Of A Feather: Penguins, Pelicans, and Puffins",041212088,Entwurf
1236153022,Entwürfe für die Gestaltung verschiedener Buchrücken für Penguin Books,042846560,Buchrücken
1236153022,Entwürfe für die Gestaltung verschiedener Buchrücken für Penguin Books,041212088,Entwurf
1236153081,Entwurf und Korrekturfahne für den Schutzumschlag von Geschichte der Schweizerischen Eidgenossenschaft,041802810,Schutzumschlag
1236153081,Entwurf und Korrekturfahne für den Schutzumschlag von Geschichte der Schweizerischen Eidgenossenschaft,041212088,Entwurf
1236153081,Entwurf und Korrekturfahne für den Schutzumschlag von Geschichte der Schweizerischen Eidgenossenschaft,943626668,Probedruck
1236153138,Entwürfe und Skizzen für Umschläge von Penguin Books,942084292,Umschlag
1236153138,Entwürfe und Skizzen für Umschläge von Penguin Books,041816684,Skizze
1236153138,Entwürfe und Skizzen für Umschläge von Penguin Books,041212088,Entwurf
1236153219,Typografische Entwürfe von unbekannten Buchtsabenkürzeln,041816684,Skizze
1236153219,Typografische Entwürfe von unbekannten Buchtsabenkürzeln,041363418,Typografie
1236153219,Typografische Entwürfe von unbekannten Buchtsabenkürzeln,041212088,Entwurf
